Gene,RANGE,N_INFORMATIVE,NumVar,NumPolyVar,NonRefSite,P_value,Test_Type,neg_log10_p,significance_level,Q,rho,OptFreq,Zmax,Stat
DNM3,"1:170077260-170648480,1:170077260-170369155,1:170077260-170648480,1:170077260-170648480,1:170077260-170654226,1:170077260-170369155,1:170077260-170648480",282,4,4,,0.35809,SKAT-O,0.44600780690057645,Not_Significant,600.383,0.0,,,
C5orf46,5:147252477-147266294,282,1,1,,0.358701,Variable_Threshold,0.445267412580023,Not_Significant,,,0.00532,10.7335,10.7335
PPARG,"3:12304372-12450842,3:12367915-12426924,3:12305558-12450842,3:12305568-12426924,3:12304382-12450842,3:12305568-12450842,3:12304372-12450842,3:12305568-12450842,3:12367915-12450842,3:12303866-12450842,3:12305568-12450842,3:12367915-12450842,3:12318473-12450842,3:12318265-12450842,3:12305568-12450842,3:12304382-12450842",282,6,6,,0.359633,Variable_Threshold,0.44414046415699027,Not_Significant,,,0.008866,7.99697,7.99697
ZNF607,"19:42879103-42901929,19:42879111-42902502,19:42879111-42902502",282,1,1,4.0,0.360284,CMC,0.44335502421104866,Not_Significant,,,,,
RNF13,"3:151013691-151162615,3:151013164-151162615,3:151013164-151162615,3:151013691-151162615,3:151013691-151162615,3:151013691-151162615,3:151013691-151162615,3:151013691-151162615,3:151013691-151162615,3:151013691-151162615,3:151013691-151162615",282,4,4,,0.360516,Variable_Threshold,0.44307545616642907,Not_Significant,,,0.007093,7.5051,7.5051
LINC02679,10:81058519-81092947,282,2,2,,0.360581,SKAT-O,0.4429971611758795,Not_Significant,87.6476,0.0,,,
ANXA4,"2:69822769-69907748,2:69822769-69907748,2:69822769-69907748,2:69724443-69907748,2:69822769-69907748",282,2,2,6.0,0.360818,CMC,0.44271180509439306,Not_Significant,,,,,
FGGY,"1:59535072-60000987,1:59535353-60000987,1:59548291-60000987,1:59548291-60000987,1:59535353-60000987,1:59548291-60000987,1:59753889-60000987,1:59535072-60000987,1:59548291-60000987,1:59548291-60000987,1:59535353-60000990,1:59535353-59937654,1:59535072-60000987,1:59535072-60000987,1:59548291-60000987",282,3,3,,0.360864,Variable_Threshold,0.4426564412466191,Not_Significant,,,0.007093,8.60991,8.60991
ANKRD11,"16:87861540-88084470,16:87861540-88084470,16:87861540-88084470,16:87880570-88084470",282,2,2,8.0,0.361007,CMC,0.4424843769533464,Not_Significant,,,,,
MIR762HG,"16:30794281-30814040,16:30794281-30814040,16:30794281-30814040",282,1,1,5.0,0.361095,CMC,0.4423785251080485,Not_Significant,,,,,
BCL7C,"16:30752447-30812899,16:30806616-30812899",282,5,5,5.0,0.361095,CMC,0.4423785251080485,Not_Significant,,,,,
DROSHA,"5:31436358-31567957,5:31436358-31567957,5:31436358-31567957",282,1,1,5.0,0.36125,CMC,0.4421921442353957,Not_Significant,,,,,
CUBN,10:16905970-17211816,282,2,2,8.0,0.361405,CMC,0.44200584331524084,Not_Significant,,,,,
ETFDH,"4:159822709-159849315,4:159812897-159850225,4:159812702-159849315",282,1,1,5.0,0.361421,CMC,0.44198661680232737,Not_Significant,,,,,
PAX5,"9:36823265-37024265,9:36823265-37024265,9:36823265-37024265,9:36823265-37024265,9:36823265-37024265,9:36823265-37024265,9:36823265-37024265,9:36823265-37024265,9:36823265-37024265,9:36823265-37024265,9:36823265-37024265,9:36823265-37024265,9:36823265-37024265",282,2,2,,0.361785,Variable_Threshold,0.44154944342500024,Not_Significant,,,0.007093,7.40744,7.40744
IL11RA,"9:34642181-34651898,9:34643893-34651898",282,1,1,5.0,0.362555,CMC,0.4406261011353829,Not_Significant,,,,,
KCNMA1,"10:78314645-79067572,10:78299365-79067572,10:79063873-79067572,10:79065965-79067572,10:78314645-79067572,10:78314645-79067572,10:78314645-79067572,10:78314645-79067572,10:78314645-79067572,10:78299365-79067572,10:79065965-79067572,10:78299364-78780525,10:78299365-79067572,10:78299365-79067572,10:78299365-79067572,10:79065965-79067572,10:78299365-79067572",282,3,3,,0.363067,Variable_Threshold,0.4400132233239697,Not_Significant,,,0.008866,8.71276,8.71276
PIGM,1:158261367-158268404,282,2,2,5.0,0.363286,CMC,0.4397513382779415,Not_Significant,,,,,
ABCA12,"2:215504510-215605055,2:215504510-215711594,2:215504510-215711594",282,1,1,4.0,0.363853,CMC,0.4390740399315511,Not_Significant,,,,,
DEPTOR,"8:120955142-121132338,8:120955075-121132338",282,1,1,4.0,0.363869,CMC,0.4390549427716148,Not_Significant,,,,,
KCNN1,19:17923110-17970930,282,1,1,4.0,0.36405,CMC,0.43883896461238403,Not_Significant,,,,,
TM9SF3,10:98267856-98336759,282,1,1,3.0,0.364172,CMC,0.43869344874692573,Not_Significant,,,,,
ATP6V1E2,"2:46592489-46623220,2:46592489-46623220,2:46592489-46623220,2:46592489-46623220",282,2,2,,0.364173,SKAT-O,0.4386922561953686,Not_Significant,265.053,0.0,,,
KCNIP4,"4:20339336-20914627,4:20339336-21559472,4:20339336-20461389,4:20339336-21308416,4:20339336-21155377,4:20339326-20493431,4:20339336-20594730",282,2,2,8.0,0.364458,CMC,0.4383525123918394,Not_Significant,,,,,
DPYS,8:105460834-105548459,282,2,2,,0.364487,SKAT-O,0.4383179568630085,Not_Significant,176.113,0.0,,,
LINC02869,1:216750059-216765943,282,1,1,,0.365029,SKAT-O,0.43767263132524953,Not_Significant,65.8999,0.0,,,
FAM174A,5:99898976-99950343,282,1,1,5.0,0.365673,CMC,0.43690710524549975,Not_Significant,,,,,
CFAP70,"10:74683521-74788518,10:74683525-74788628,10:74683521-74788518",282,2,2,,0.366729,SKAT-O,0.4356547457743579,Not_Significant,127.555,0.0,,,
NWD2,4:36922759-37127480,282,2,2,,0.366964,Variable_Threshold,0.4353765389310669,Not_Significant,,,0.007093,10.1359,10.1359
CDC42BPB,14:102468469-102593639,282,2,2,8.0,0.367127,CMC,0.4351836745539976,Not_Significant,,,,,
BBS9,"7:33135676-33612205,7:33135676-33612205,7:33135700-33612206,7:33135676-33641904,7:33135676-33612205,7:33135676-33612205,7:33135676-33612205,7:33135676-33612205,7:33135676-33612205,7:33135676-33612205,7:33135700-33612206,7:33135700-33641904,7:33135676-33612205,7:33135700-33612206,7:33135421-33612205,7:33135421-33612205,7:33135676-33612205,7:33135676-33612205,7:33135421-33612205",282,3,3,,0.368645,SKAT-O,0.43339165213694536,Not_Significant,461.372,1.0,,,
SORL1,11:120828232-121009682,282,2,2,,0.369621,Variable_Threshold,0.43224336233008664,Not_Significant,,,0.008866,6.38334,6.38334
ATG7,"3:11289082-11574139,3:11289082-11574139,3:11289082-11574139,3:11289082-11574139,3:11289082-11574139,3:11289082-11574139,3:11289082-11574139,3:11289082-11574139,3:11289082-11581126,3:11289082-11574139",282,2,2,,0.36977,SKAT-O,0.4320683267165087,Not_Significant,362.15,0.0,,,
POLR3E,"16:22216230-22253918,16:22216230-22253918,16:22216230-22253918,16:22216230-22253918,16:22216196-22253926,16:22216230-22253918",282,1,1,5.0,0.369843,CMC,0.4319825967542666,Not_Significant,,,,,
EML6,2:54805652-55052660,282,1,1,3.0,0.37052,CMC,0.4311883446206597,Not_Significant,,,,,
TMEM117,"12:42516150-43069808,12:42515930-43069812,12:42515930-43069812,12:42515930-43069812",282,1,1,3.0,0.37052,CMC,0.4311883446206597,Not_Significant,,,,,
SGIP1,"1:66771863-66989410,1:66772423-66989410,1:66772423-66989410,1:66771863-66989410,1:66772423-66989410,1:66771863-66989410,1:66772423-66989410,1:66771631-66989410,1:66771863-66989410,1:66772423-66989410,1:66771863-66989410,1:66771863-66989410,1:66772423-66989410,1:66771863-66989410,1:66772423-66989410,1:66772423-66989410,1:66772423-66989410,1:66772423-66989410,1:66772423-66928801,1:66771863-66989410,1:66771863-66989410,1:66772423-66928801,1:66771863-66989410,1:66772423-66989410,1:66771631-66989410,1:66772423-66989410,1:66772423-66989410",282,2,2,8.0,0.371278,CMC,0.430300784039854,Not_Significant,,,,,
DGCR2,"22:17403798-17489925,22:17403794-17489967,22:17403798-17489925,22:17403798-17489925,22:17403798-17489925",282,1,1,4.0,0.371326,CMC,0.4302446406978834,Not_Significant,,,,,
EVI5L,"19:7801103-7835862,19:7801103-7835862",282,1,1,4.0,0.371326,CMC,0.4302446406978834,Not_Significant,,,,,
LYPLAL1-AS1,1:217675122-217797289,282,2,2,9.0,0.371875,CMC,0.4296030169273752,Not_Significant,,,,,
PWP1,"12:106603638-106631069,12:106603948-106631069,12:106603705-106631069",282,1,1,3.0,0.373089,CMC,0.42818755532723657,Not_Significant,,,,,
MBOAT2,"2:8910270-9061264,2:8910270-9061264,2:8910270-9061264,2:8910270-9061264,2:8910270-9061264,2:8910270-9061264,2:8910270-9061264,2:8910270-9061264,2:8910270-9061264,2:8910270-9061264,2:8910270-9061264,2:8910270-9061264,2:8910270-9061264",282,2,2,,0.373601,Variable_Threshold,0.4275919699850366,Not_Significant,,,0.008866,6.83515,6.83515
PBRM1,"3:52554422-52694969,3:52554422-52694969,3:52554422-52694969,3:52554422-52694969,3:52554422-52694969,3:52554422-52694969,3:52554422-52694969,3:52554422-52694655,3:52554422-52694969,3:52554422-52694969,3:52554422-52694969,3:52554422-52694969,3:52554422-52694969,3:52554422-52694655,3:52554422-52694969",282,1,1,,0.373611,SKAT-O,0.4275803455870899,Not_Significant,152.544,0.0,,,
TEAD4,"12:2939361-3020103,12:2938823-3020103,12:2938823-3020103",282,1,1,,0.373706,SKAT-O,0.4274699293219627,Not_Significant,26.4823,0.0,,,
RPAP2,1:92537203-92640201,282,2,2,,0.373772,Variable_Threshold,0.42739323559751835,Not_Significant,,,0.008866,9.65424,9.65424
LINC01461,1:84836234-84859302,282,1,1,5.0,0.374029,CMC,0.42709472386446784,Not_Significant,,,,,
GPR157,1:9082950-9111748,282,1,1,2.0,0.374053,CMC,0.42706685775468506,Not_Significant,,,,,
ANK3,"10:61456061-62163292,10:61456061-62002720,10:61456061-61819639,10:61456061-61819639,10:61456061-61570780",282,3,3,8.0,0.374314,CMC,0.4267639292065998,Not_Significant,,,,,
CDH8,16:60238655-60627843,282,2,2,8.0,0.374831,CMC,0.42616449843474824,Not_Significant,,,,,
ZHX2,"8:123863074-124055931,8:123863074-124055931",282,3,3,,0.375339,Variable_Threshold,0.4255763074099658,Not_Significant,,,0.00532,8.99396,8.99396
RTN4,"2:55052830-55218471,2:55052830-55131091,2:55052830-55131238,2:55052830-55131912,2:55052830-55131091,2:55052830-55127966,2:55052830-55090912,2:55052830-55129306,2:55052830-55130331,2:55052830-55129796,2:55052830-55130331,2:55052830-55129796,2:55052830-55131091",282,4,4,,0.375698,Variable_Threshold,0.4251611168644188,Not_Significant,,,0.007093,9.42919,9.42919
ZNF22,10:44816376-44820780,282,1,1,5.0,0.376075,CMC,0.42472553582226225,Not_Significant,,,,,
AHCYL2,"7:128795456-128857288,7:128652106-128857288,7:128652106-128857288,7:128802914-128857288",282,1,1,4.0,0.376204,CMC,0.4245765911123484,Not_Significant,,,,,
LINC02107,5:38061555-38219791,282,2,2,8.0,0.376597,CMC,0.42412314392805056,Not_Significant,,,,,
SLC19A1,"21:45756906-45786782,21:45756906-45786188,21:45756906-45786782,21:45756906-45779098,21:45756906-45807367,21:45756906-45786782",282,1,1,,0.376636,SKAT-O,0.42407817116448504,Not_Significant,83.4732,0.0,,,
GIGYF2,"2:233307370-233433531,2:233270284-233433559,2:233270284-233433531,2:233270284-233433531,2:233270284-233433531,2:233270284-233309602,2:233270284-233309602,2:233270284-233309602",282,3,3,,0.376824,Variable_Threshold,0.42386144469116943,Not_Significant,,,0.007093,10.1359,10.1359
MAP3K4,"6:161332748-161458407,6:161332748-161458407,6:161332748-161458407,6:161332748-161458407,6:161332790-161458401,6:161332748-161458407",282,1,1,,0.377127,SKAT-O,0.42351237363721206,Not_Significant,193.686,0.0,,,
SLC27A2,"15:48261684-48315881,15:48261684-48315874",282,1,1,,0.377443,SKAT-O,0.42314862457667635,Not_Significant,44.985,0.0,,,
TG,8:133948384-134216325,282,3,3,,0.377851,SKAT-O,0.4226794240644214,Not_Significant,186.192,0.0,,,
CALML3-AS1,"10:5546206-5558209,10:5546206-5558209",282,1,1,5.0,0.377882,CMC,0.4226437947378033,Not_Significant,,,,,
LOC105375218,7:30253569-30292226,282,1,1,5.0,0.377889,CMC,0.42263574981050805,Not_Significant,,,,,
ZFPM2-AS1,"8:106861813-107141907,8:106861813-107141907",282,1,1,5.0,0.378122,CMC,0.4223680536592951,Not_Significant,,,,,
SASH1,"6:148871327-148914873,6:148871327-148914873,6:148705666-148914873,6:148635156-148914873,6:148871979-148914879,6:148705666-148914873",282,1,1,5.0,0.378259,CMC,0.4222107299172355,Not_Significant,,,,,
CBX6,"22:37587372-37598167,22:37587372-37598167",282,1,1,4.0,0.378726,CMC,0.4216748790119235,Not_Significant,,,,,
VAV3,"1:107915305-108309325,1:107915305-108032644",282,4,4,8.0,0.378847,CMC,0.4215361474764619,Not_Significant,,,,,
OTUD7A,"15:29554892-29950168,15:29554892-29950168,15:29580903-29950168",282,2,2,,0.379657,Variable_Threshold,0.42060858832301357,Not_Significant,,,0.008866,7.84457,7.84457
LRRC7,"1:69806192-70113275,1:69806192-70113275,1:69806192-70382634,1:69806192-70382634,1:69806192-70382634,1:69807611-70113275,1:69807023-70382634,1:69807023-70113275,1:69807024-70382634,1:69806192-70382634",282,1,1,5.0,0.380038,CMC,0.4201729761063272,Not_Significant,,,,,
URGCP,"7:43882017-43913193,7:43882017-43932535,7:43882017-43913193,7:43882017-43932535,7:43882036-43912720",282,1,1,,0.380158,SKAT-O,0.4200358658393401,Not_Significant,30.8322,0.0,,,
MTSS1,"8:125632207-125809895,8:125632191-125809929,8:125632191-125809929,8:125632191-125809895,8:125632191-125809895,8:125632191-125809895,8:125632191-125809895,8:125632191-125809895,8:125632191-125809895,8:125632191-125809895,8:125632191-125809895,8:125632191-125809895",282,1,1,4.0,0.380198,CMC,0.41999017203461664,Not_Significant,,,,,
LOXL1-AS1,"15:71996861-72007354,15:71996861-72007642,15:71996861-72007642,15:71996861-72007180,15:71996861-72007180",282,1,1,,0.380393,SKAT-O,0.41976748355729665,Not_Significant,51.1164,0.0,,,
EPB41L5,"2:120487122-120582520,2:120487122-120582520,2:120487122-120653165,2:120487122-120653165,2:120487122-120582520,2:120487122-120582520,2:120487122-120582520,2:120487122-120653165",282,1,1,5.0,0.380694,CMC,0.41942396791225656,Not_Significant,,,,,
CAMKV,"3:49870425-49882343,3:49870425-49882343",282,1,1,3.0,0.381127,CMC,0.4189302836191905,Not_Significant,,,,,
MAP2K3,"17:21128615-21159120,17:21128615-21159120,17:21131940-21159144",282,1,1,3.0,0.381127,CMC,0.4189302836191905,Not_Significant,,,,,
SVOP,12:107825645-107943256,282,1,1,,0.381188,SKAT-O,0.4188607796386768,Not_Significant,39.2152,0.0,,,
GGA2,16:23382363-23429316,282,1,1,4.0,0.381235,CMC,0.41880723497731354,Not_Significant,,,,,
VPS51,"11:64620261-64635910,11:64620261-64635910",282,1,1,,0.381722,SKAT-O,0.41825280938999676,Not_Significant,37.7115,0.0,,,
GALNT18,"11:11249001-11600128,11:11249001-11600128",282,2,2,,0.382438,SKAT-O,0.41743896166166466,Not_Significant,233.767,0.0,,,
TBC1D3P1-DHX40P1,17:55394505-55451195,282,1,1,,0.382925,SKAT-O,0.41688627897062547,Not_Significant,37.5192,0.0,,,
OBI1-AS1,13:77526990-78089461,282,3,3,10.0,0.383014,CMC,0.4167853513273971,Not_Significant,,,,,
CR1,"1:205736124-205881733,1:205736124-205881733,1:205736124-205881733",282,1,1,5.0,0.383576,CMC,0.4161485740603933,Not_Significant,,,,,
PTPN6,"12:6930694-6940740,12:6926000-6940740,12:6930779-6940740",282,1,1,4.0,0.384133,CMC,0.4155183819723339,Not_Significant,,,,,
FLT1,"13:27871180-27967265,13:27857685-27967265,13:27772482-27967265,13:27840228-27967265",282,2,2,,0.384358,SKAT-O,0.4152640751262672,Not_Significant,106.58,1.0,,,
EIF3D,"22:35236847-35255159,22:35236847-35255159",282,1,1,3.0,0.384636,CMC,0.41495007041042103,Not_Significant,,,,,
GSR,"8:30655120-30705058,8:30655120-30705058,8:30655120-30705058,8:30655124-30704905",282,1,1,4.0,0.384902,CMC,0.4146498322498955,Not_Significant,,,,,
NXPH2,2:139143196-139254430,282,1,1,4.0,0.385077,CMC,0.41445242027985035,Not_Significant,,,,,
ARHGAP27P1-BPTFP1-KPNA2P3,17:60176241-60208579,282,1,1,4.0,0.385107,CMC,0.41441858723615255,Not_Significant,,,,,
LRRTM4,"2:76828357-77603067,2:76828357-77603067,2:77597291-77603010,2:76828357-77603067,2:77597291-77603010,2:76828357-77603067",282,7,7,13.0,0.385496,CMC,0.41398012393452943,Not_Significant,,,,,
SDK2,17:68842117-69152179,282,1,1,5.0,0.385592,CMC,0.4138719851216362,Not_Significant,,,,,
LYZL4,"3:42413578-42427106,3:42413578-42427106",282,1,1,,0.385716,SKAT-O,0.41373234566186146,Not_Significant,116.407,0.0,,,
ANP32A,15:66857928-66900288,282,1,1,4.0,0.386419,CMC,0.4129415277216329,Not_Significant,,,,,
SEPTIN7P13,"1:222247054-222264932,1:222247054-222264932,1:222247054-222264932,1:222247054-222288184",282,1,1,4.0,0.386446,CMC,0.4129111836097475,Not_Significant,,,,,
ZMAT4,"8:40507267-40874502,8:40507267-40874502",282,3,3,9.0,0.386822,CMC,0.4124888339507282,Not_Significant,,,,,
GGNBP2,17:31974880-32020389,282,1,1,,0.387688,SKAT-O,0.41151764138236335,Not_Significant,100.006,0.0,,,
EEFSEC,3:129355013-129610179,282,2,2,,0.387708,SKAT-O,0.4114952376308867,Not_Significant,113.316,0.0,,,
MTCL1,"18:8695553-8822776,18:8695553-8822776,18:8695553-8822776,18:8707378-8822776",282,1,1,3.0,0.387851,CMC,0.4113350844726719,Not_Significant,,,,,
MAP3K5,6:136919876-137155308,282,2,2,,0.389072,SKAT-O,0.40997002255797843,Not_Significant,200.734,0.0,,,
PLEKHM1P1,17:60211420-60263764,282,1,1,4.0,0.389722,CMC,0.40924507737662125,Not_Significant,,,,,
CUL3,"2:225043110-225158324,2:225043110-225142916,2:225043110-225158358",282,1,1,3.0,0.389926,CMC,0.4090178053863638,Not_Significant,,,,,
ESF1,"20:13642968-13713532,20:13642968-13713579",282,1,1,4.0,0.390122,CMC,0.40879955799583284,Not_Significant,,,,,
ARHGEF28,"5:72957738-73273574,5:73145126-73273571,5:72957738-73273574",282,3,3,,0.390572,SKAT-O,0.40829889438499295,Not_Significant,402.435,0.0,,,
AKT3,"1:241729643-242073509,1:241729648-242080168,1:241718157-242073207,1:241729648-242081004",282,6,6,,0.39081,SKAT-O,0.4080343321353137,Not_Significant,687.192,0.0,,,
NBPF25P,"1:144001126-144081660,1:146616873-147376349",282,6,6,10.0,0.390866,CMC,0.40797210560916175,Not_Significant,,,,,
CDH18,"5:19507161-20024066,5:19507161-20024066,5:19507161-20024066,5:19507161-20024066,5:19507161-20024066,5:19507161-20024066,5:19507161-19922138,5:19507161-20611579,5:19507161-20611579,5:19507161-20611579,5:19507161-20611579",282,3,3,,0.391254,SKAT-O,0.4075412093968113,Not_Significant,271.672,0.0,,,
LRTM1,"3:54927297-54937126,3:54927297-54976169",282,1,1,4.0,0.391263,CMC,0.40753121945323867,Not_Significant,,,,,
COA5,2:98582208-98591407,282,1,1,5.0,0.39128,CMC,0.40751235018677406,Not_Significant,,,,,
DAB2IP,"9:123369201-123587630,9:123544884-123584975",282,1,1,3.0,0.391388,CMC,0.4073924939914441,Not_Significant,,,,,
TEX29,"13:110766532-110794595,13:110770989-110794596",282,1,1,5.0,0.391622,CMC,0.407132918987828,Not_Significant,,,,,
VWF,12:5928305-6104097,282,1,1,5.0,0.391622,CMC,0.407132918987828,Not_Significant,,,,,
CDHR1,"10:85944272-85968430,10:85944272-85969356",282,1,1,3.0,0.392063,CMC,0.406644141260207,Not_Significant,,,,,
SERPINB8,"18:59788242-59807588,18:59788294-59807588,18:59788294-59807588,18:59788294-59804864,18:59788294-59807588,18:59788242-59807588,18:59788294-59807588,18:59788294-59837993,18:59788294-59807588,18:59788294-59807588",282,2,2,,0.392294,SKAT-O,0.40638833420240006,Not_Significant,309.475,0.0,,,
TOX3,"16:51027829-51138556,16:51027828-51139215",282,1,1,5.0,0.392379,CMC,0.4062942439734609,Not_Significant,,,,,
GRB14,"2:165057172-165186238,2:165057172-165133251",282,1,1,4.0,0.392697,CMC,0.40594241649994683,Not_Significant,,,,,
VSIG10,12:116985780-117026199,282,1,1,4.0,0.393023,CMC,0.4055820336428867,Not_Significant,,,,,
NCOA2,"8:71184570-71478179,8:71184570-71478597,8:71184570-71478179,8:71184570-71479006,8:71184570-71478179,8:71184570-71478597",282,1,1,3.0,0.393235,CMC,0.4053478346079778,Not_Significant,,,,,
ARID4A,"14:57834974-57910204,14:57834974-57910204,14:57835025-57910344",282,1,1,4.0,0.393236,CMC,0.40534673019476514,Not_Significant,,,,,
ZMIZ1,10:80498728-80746281,282,1,1,5.0,0.39338,CMC,0.4051877240059953,Not_Significant,,,,,
GRIN2B,12:13581537-14025803,282,3,3,10.0,0.393396,CMC,0.4051700602447433,Not_Significant,,,,,
TBC1D24,"16:2465128-2495730,16:2465128-2495730",282,1,1,5.0,0.39413,CMC,0.40436050667566437,Not_Significant,,,,,
MIR99AHG,"21:16714485-16904965,21:16475588-16904965,21:16364678-16904965,21:16488569-16904965,21:16713393-16904965,21:16713393-16904965,21:16829762-16904965,21:16882788-16904965,21:16882788-16904965,21:16364678-16925917,21:16365304-16904965,21:16488569-16904965,21:16364712-16904965,21:16365304-16904965,21:16713393-16904965,21:16475588-16904965",282,3,3,,0.395026,SKAT-O,0.40337431884209257,Not_Significant,313.031,1.0,,,
CCDC159,19:11318194-11326620,282,1,1,5.0,0.396523,CMC,0.4017316167111119,Not_Significant,,,,,
LUZP1,"1:23283110-23367936,1:23283102-23367938",282,1,1,3.0,0.396612,CMC,0.4016341498005566,Not_Significant,,,,,
ARAP2,"4:35683420-35921956,4:35744020-35922531,4:35744020-35922531",282,1,1,,0.396703,SKAT-O,0.40153451523414474,Not_Significant,20.6652,0.0,,,
PRPF38B,"1:109036454-109047073,1:109036454-109047073,1:109036454-109047073,1:109036454-109047073,1:109036454-109047073,1:109036454-109047073,1:109036454-109047073,1:109036454-109047073,1:109036454-109047073,1:109036454-109047073,1:109036454-109047073,1:109036454-109047073,1:109036454-109047073,1:109036454-109047073,1:109036454-109047073",282,1,1,5.0,0.397835,CMC,0.4002970119651916,Not_Significant,,,,,
NLRP1,"17:5345439-5428553,17:5358161-5428553,17:5358161-5428553,17:5358161-5428553,17:5358161-5428553",282,1,1,5.0,0.397878,CMC,0.40025007377833266,Not_Significant,,,,,
TMEM237,"2:202193153-202215638,2:202193153-202216471",282,1,1,4.0,0.398077,CMC,0.4000329142562505,Not_Significant,,,,,
PRUNE2,"9:78416111-78710823,9:78416111-78497151,9:78416111-78497151,9:78416111-78497151,9:78416111-78710823,9:78416111-78710823,9:78416111-78710850,9:78416111-78497151",282,2,2,,0.398103,Variable_Threshold,0.4000045496740367,Not_Significant,,,0.008866,5.99175,5.99175
NSUN7,"4:40446728-40507958,4:40446728-40507958",282,2,2,,0.39826,Variable_Threshold,0.39983331059200455,Not_Significant,,,0.007093,8.41542,8.41542
TMEM254,"10:81828980-81842287,10:81828381-81842287,10:81828381-81842287,10:81828381-81842287,10:81828381-81842287,10:81828980-81842287,10:81828400-81842287,10:81828980-81842287,10:81828980-81842287,10:81828980-81842287,10:81828758-81842287,10:81828758-81842287,10:81828758-81842287",282,1,1,4.0,0.398461,CMC,0.3996141794464353,Not_Significant,,,,,
NEO1,"15:71131856-71384598,15:71131877-71384600,15:71131877-71384600",282,1,1,5.0,0.398482,CMC,0.39959129152566286,Not_Significant,,,,,
KLHL26,"19:18608837-18639436,19:18608837-18642324,19:18616447-18642309,19:18608837-18643530,19:18608837-18643530,19:18608837-18642324",282,1,1,3.0,0.398934,CMC,0.39909894844038757,Not_Significant,,,,,
LOC105377785,"8:2571902-2869160,8:2571902-2869160,8:2571902-2869160,8:2571902-2869160,8:2571902-2869160",282,6,6,,0.399107,SKAT-O,0.3989106549904365,Not_Significant,596.051,0.0,,,
ACAP1,17:7180571-7195520,282,1,1,5.0,0.400103,CMC,0.3978281922386956,Not_Significant,,,,,
WWOX,"16:76691051-77804065,16:76691051-76870117,16:76691051-76691597,16:76691051-77804065,16:76691051-76870117",282,2,2,,0.400256,Variable_Threshold,0.3976621491091984,Not_Significant,,,0.00532,10.7335,10.7335
KIAA0319L,1:35671679-35795591,282,1,1,5.0,0.400312,CMC,0.3976013910198762,Not_Significant,,,,,
ZNF821,"16:70451083-70474945,16:70451083-70471880,16:70451083-70475576,16:70451088-70476060,16:70451088-70474945,16:70451083-70475594,16:70451083-70475594,16:70451083-70474945,16:70451088-70475586,16:70451088-70475586,16:70451088-70476060",282,1,1,5.0,0.401658,CMC,0.39614357857919014,Not_Significant,,,,,
IST1,"16:70486934-70522600,16:70486896-70522041,16:70486934-70522600,16:70486934-70522600,16:70485811-70522041,16:70486934-70522600",282,2,2,5.0,0.401658,CMC,0.39614357857919014,Not_Significant,,,,,
FBN2,5:127621499-127901837,282,1,1,,0.401681,Variable_Threshold,0.39611871043987035,Not_Significant,,,0.00532,6.32541,6.32541
SMILR,8:123495746-123650064,282,1,1,4.0,0.401919,CMC,0.39586146282982776,Not_Significant,,,,,
TMEM204,"16:1518679-1545570,16:1523667-1545570",282,1,1,,0.402112,Variable_Threshold,0.39565296630017355,Not_Significant,,,0.00532,6.32541,6.32541
GALNT8,12:4699826-4752153,282,1,1,3.0,0.402201,CMC,0.39555685394329976,Not_Significant,,,,,
CDRT1,"17:15427925-15463743,17:15409520-15463743",282,1,1,,0.402738,Variable_Threshold,0.39497739097435236,Not_Significant,,,0.00532,6.32541,6.32541
ZNF79,"9:129226473-129247472,9:129226473-129247472,9:129226473-129247472,9:129226481-129247472,9:129226473-129247472",282,1,1,,0.403046,SKAT-O,0.3946453846129933,Not_Significant,160.733,0.0,,,
RASSF10,11:12987438-12990241,282,1,1,5.0,0.403128,CMC,0.39455703607374776,Not_Significant,,,,,
KLF13,"15:29406329-29515160,15:29406329-29457394",282,2,2,7.0,0.403182,CMC,0.3944988651418287,Not_Significant,,,,,
MYOF,"10:95056175-95232081,10:95056175-95232081",282,3,3,,0.40342,SKAT-O,0.3942425749523854,Not_Significant,178.175,1.0,,,
SELL,"1:167926431-167944622,1:167926431-167947385",282,1,1,,0.403478,SKAT-O,0.39418014059266765,Not_Significant,27.7466,0.0,,,
LINC00972,7:84888373-84956590,282,1,1,4.0,0.403763,CMC,0.39387348141037853,Not_Significant,,,,,
RAB11FIP3,"16:415649-513012,16:464924-513012,16:415649-513012",282,1,1,5.0,0.404429,CMC,0.3931577104291767,Not_Significant,,,,,
PKHD1,"6:51588055-52060370,6:51693605-52060370",282,1,1,3.0,0.404594,CMC,0.3929805619661352,Not_Significant,,,,,
MIR548F5,13:34946405-35413382,282,2,2,,0.404719,SKAT-O,0.39284640667474713,Not_Significant,128.257,0.0,,,
RAB11FIP2,"10:119754416-119796442,10:119754416-119796385",282,1,1,5.0,0.404759,CMC,0.3928034857323861,Not_Significant,,,,,
LINC00276,2:14286448-14458533,282,1,1,3.0,0.404825,CMC,0.3927326754498975,Not_Significant,,,,,
CACNA1C-IT3,12:2249202-2268172,282,1,1,4.0,0.404897,CMC,0.3926554410341858,Not_Significant,,,,,
ORC2,"2:201481944-201536628,2:201481944-201536628",282,1,1,4.0,0.404918,CMC,0.3926329169166478,Not_Significant,,,,,
SNHG30,17:30919245-30925445,282,1,1,,0.405145,SKAT-O,0.39238951646514586,Not_Significant,52.6666,0.0,,,
