Gene,RANGE,N_INFORMATIVE,NumVar,NumPolyVar,NonRefSite,P_value,Test_Type,neg_log10_p,significance_level,Q,rho,OptFreq,Zmax,Stat
LOC102723439,10:75936263-75959088,282,1,1,,0.529577,SKAT-O,0.2760708849542917,Not_Significant,12.0901,0.0,,,
LOC101929294,8:24209271-24462021,282,3,3,,0.380322,SKAT-O,0.4198485517847002,Not_Significant,603.932,1.0,,,
LINC01090,2:188608567-188860663,282,1,1,,0.437179,SKAT-O,0.35934070766277765,Not_Significant,95.8337,0.0,,,
LOC101929705,"6:44071438-44150367,6:44071438-44079365",282,1,1,,0.126115,SKAT-O,0.8992332557758173,Not_Significant,266.164,0.0,,,
PROX1-AS1,1:212059606-212226119,282,2,2,,0.568469,SKAT-O,0.24529321346704844,Not_Significant,57.8305,1.0,,,
GCSIR,2:231459504-231477476,282,1,1,,0.813179,SKAT-O,0.08981384535849653,Not_Significant,2.94388,0.0,,,
LINC02355,4:150294896-150418724,282,1,1,,0.612749,SKAT-O,0.21271738883938718,Not_Significant,10.0919,0.0,,,
RORB-AS1,9:76278170-76303289,282,1,1,,0.0447346,SKAT-O,1.3493564416015438,Suggestive,267.277,0.0,,,
LINC00423,13:32281327-32383790,282,1,1,,0.599326,SKAT-O,0.2223368813030174,Not_Significant,23.0301,0.0,,,
GNG5,1:84736595-84744852,282,1,1,,0.0110248,SKAT-O,1.957629280289532,Suggestive,733.249,0.0,,,
SMIM31,4:165894732-165944397,282,1,1,,0.0948081,SKAT-O,1.0231545568072202,Not_Significant,216.95,0.0,,,
PCDHA7,"5:140194152-140196522,5:140194037-140372115",282,1,1,,0.146115,SKAT-O,0.8353051975986548,Not_Significant,223.849,0.0,,,
PCDHA6,"5:140187728-140372115,5:140187728-140190993,5:140187728-140372115",282,1,1,,0.146115,SKAT-O,0.8353051975986548,Not_Significant,223.849,0.0,,,
LINC01322,3:166407441-166714210,282,1,1,,0.264875,SKAT-O,0.5769590302811489,Not_Significant,90.4177,0.0,,,
AHR,7:17304800-17352296,282,1,1,,0.201952,SKAT-O,0.6947518415053184,Not_Significant,231.732,0.0,,,
LINC01580,"15:92244933-92328383,15:92244933-92318165",282,1,1,,0.0174563,SKAT-O,1.7580478030054463,Suggestive,502.151,0.0,,,
NTN1,17:8865551-9088042,282,1,1,,0.977447,SKAT-O,0.009906781995083,Not_Significant,0.0469232,0.0,,,
STEAP2-AS1,7:89349602-89678885,282,1,1,,0.413257,SKAT-O,0.3837797813484666,Not_Significant,84.4744,0.0,,,
ERMP1,9:5774571-5823117,282,1,1,,0.627151,SKAT-O,0.20262788090544726,Not_Significant,10.1948,0.0,,,
ZBTB11,3:102850422-102878666,282,1,1,,0.805332,SKAT-O,0.09402504380176259,Not_Significant,5.33226,0.0,,,
CASC21,8:128326063-128474058,282,1,1,,0.933733,SKAT-O,0.02977729208246314,Not_Significant,0.41935,0.0,,,
LOC101929380,5:86451720-86579591,282,1,1,,0.444393,SKAT-O,0.3522327906072196,Not_Significant,99.1427,0.0,,,
ERCC8,"5:60198037-60276654,5:60234943-60276654,5:60205415-60276662,5:60205415-60276662",282,1,1,,0.718666,SKAT-O,0.1434729010757251,Not_Significant,2.19818,0.0,,,
SPECC1L-ADORA2A,22:22996784-23168328,282,1,1,,0.210745,SKAT-O,0.6762427203718739,Not_Significant,48.6397,0.0,,,
PPP3R1,2:68259492-68333168,282,2,2,,,SKAT-O,,,,,,,
PDE7B,6:136214531-136558405,282,4,4,,0.182515,SKAT-O,0.738701437237493,Not_Significant,549.99,0.8,,,
LINC01378,4:118569001-118829706,282,1,1,,0.89481,SKAT-O,0.0482691710656275,Not_Significant,1.79593,0.0,,,
LINC00383,13:68694478-68794232,282,1,1,,0.643852,SKAT-O,0.19121395091682938,Not_Significant,22.4044,0.0,,,
CYP51A1-AS1,"7:91601812-91647975,7:91601812-91647975",282,1,1,,0.35377,SKAT-O,0.45127899841009916,Not_Significant,67.2205,0.0,,,
LOC100506675,"11:32014100-32019440,11:32018188-32019440",282,1,1,,0.0257304,SKAT-O,1.5895534622761494,Suggestive,762.522,0.0,,,
LOC102724084,16:78747355-79154533,282,1,1,,0.676914,SKAT-O,0.16946650368990152,Not_Significant,14.8372,0.0,,,
LINC00377,13:80490526-80516578,282,1,1,,0.026759,SKAT-O,1.5725301204481879,Suggestive,258.894,0.0,,,
AKAP6,14:31868254-32376640,282,2,2,,0.524205,SKAT-O,0.2804988409589462,Not_Significant,97.9067,1.0,,,
XRCC4,"5:82409121-82685335,5:82409121-82685362,5:82408983-82685335,5:82409121-82685362,5:82409121-82642643",282,2,2,,0.584501,SKAT-O,0.2332147414839881,Not_Significant,135.565,0.8,,,
LOC100287944,12:105414317-105692739,282,3,3,,0.363175,SKAT-O,0.4398840547977998,Not_Significant,528.473,1.0,,,
XPR1,"1:178867780-179126038,1:178867780-179074629,1:178867780-179126038,1:178867780-179126038",282,2,2,,0.359596,SKAT-O,0.44418514782754465,Not_Significant,306.34,1.0,,,
MOSMO,16:21926932-22003473,282,1,1,,0.0408064,SKAT-O,1.389271717628057,Suggestive,628.095,0.0,,,
RDH16,"12:55631482-55639425,12:55631482-55639425",282,1,1,,0.468535,SKAT-O,0.32925796136293944,Not_Significant,36.335,0.0,,,
LINC00261,20:22489191-22507280,282,1,1,,0.198245,SKAT-O,0.7027977573510545,Not_Significant,86.942,0.0,,,
LOC101928739,3:180301852-180348455,282,1,1,,0.81277,SKAT-O,0.09003233492593668,Not_Significant,1.61675,0.0,,,
PCSK5,"9:77695379-78167075,9:77695408-78000625,9:77695408-78000625,9:77695408-78167711",282,3,3,,0.320387,SKAT-O,0.4943251141321369,Not_Significant,418.024,1.0,,,
SOX2-OT,"3:182810815-182942707,3:182375625-182942707,3:182257161-182942707,3:182257161-182942707,3:182810815-182942707,3:182810815-182942707",282,1,1,,0.159165,SKAT-O,0.7981524264099047,Not_Significant,233.118,0.0,,,
LINC00390,13:43578226-43619871,282,1,1,,0.304275,SKAT-O,0.5167337289039737,Not_Significant,58.8573,0.0,,,
ROCK2,"2:11237335-11403014,2:11237335-11402213",282,1,1,,0.135711,SKAT-O,0.8673849493506748,Not_Significant,69.5372,0.0,,,
LNX2,13:27018049-27092666,282,1,1,,0.595695,SKAT-O,0.22497604516139147,Not_Significant,36.9037,0.0,,,
ITGA11,15:66375923-66511556,282,1,1,,0.78919,SKAT-O,0.10281842642584509,Not_Significant,3.62879,0.0,,,
TMEM104,"17:70284232-70347487,17:70284232-70347517",282,1,1,,0.328038,SKAT-O,0.4840758445980506,Not_Significant,50.6756,0.0,,,
PDPK1,"16:2528022-2593190,16:2528022-2593190,16:2528022-2593190",282,1,1,,0.907142,SKAT-O,0.0423247250794658,Not_Significant,0.212376,0.0,,,
LOC101928977,1:116266716-116321420,282,1,1,,0.6196,SKAT-O,0.20788859091283157,Not_Significant,25.1836,0.0,,,
LINC02627,10:107423357-107570081,282,2,2,,0.148324,SKAT-O,0.8287885709928406,Not_Significant,541.837,1.0,,,
LINC01108,"6:14388336-14393664,6:14388336-14393664",282,1,1,,0.305752,SKAT-O,0.5146306934539894,Not_Significant,67.7635,0.0,,,
TSHZ3,"19:36491086-36532182,19:36457690-36532182,19:36332621-36532182,19:36332621-36532182",282,1,1,,0.829802,SKAT-O,0.08102552276335202,Not_Significant,8.29369,0.0,,,
LOC101927066,8:98033267-98527901,282,2,2,,0.471652,SKAT-O,0.3263783196327176,Not_Significant,133.922,0.0,,,
MGC4859,7:10455971-10786096,282,2,2,,0.0300657,SKAT-O,1.5219286803068135,Suggestive,682.033,1.0,,,
ADAMTS18,"16:75873525-76026432,16:75873525-76026432",282,1,1,,0.0212036,SKAT-O,1.673590397212604,Suggestive,628.209,0.0,,,
RAB12,18:8599442-8629380,282,1,1,,0.819866,SKAT-O,0.08625712348956145,Not_Significant,7.20896,0.0,,,
LINC01399,22:33845816-33957049,282,2,2,,0.195239,SKAT-O,0.7094334254346626,Not_Significant,499.871,0.0,,,
GNA14-AS1,9:79252384-79331498,282,1,1,,0.732385,SKAT-O,0.13526055907806794,Not_Significant,9.98858,0.0,,,
NUGGC,8:27935399-27997372,282,1,1,,0.18943,SKAT-O,0.7225512407355154,Not_Significant,201.05,0.0,,,
ERICH6B,13:45013429-45087875,282,1,1,,0.972091,SKAT-O,0.012293077719844276,Not_Significant,0.0946625,0.0,,,
TCTE1,6:44354449-44373413,282,1,1,,0.20093,SKAT-O,0.6969552157566344,Not_Significant,308.457,0.0,,,
LOC105376360,10:3350886-3782955,282,2,2,,0.262623,SKAT-O,0.5806672419340011,Not_Significant,191.015,1.0,,,
LOC101927437,13:99191124-99407420,282,4,4,,0.191876,SKAT-O,0.7169793437606266,Not_Significant,714.85,0.0,,,
GNB4,3:180596569-180651952,282,2,2,,0.601865,SKAT-O,0.22050091128366092,Not_Significant,79.1228,1.0,,,
LINC02497,4:30781863-30822394,282,2,2,,0.2642,SKAT-O,0.5780671867214916,Not_Significant,239.161,0.0,,,
GRIK2,"6:101953581-102624651,6:101953581-102624651,6:101948304-102624651",282,4,4,,0.414858,SKAT-O,0.38210053068447913,Not_Significant,409.728,0.0,,,
ABCC2,10:101532386-101602341,282,3,3,,0.243724,SKAT-O,0.6131017028449907,Not_Significant,498.814,0.0,,,
KDM2A,"11:66643309-66782126,11:66764060-66782126,11:66643309-66782126",282,1,1,,0.147633,SKAT-O,0.830816555006076,Not_Significant,141.81,0.0,,,
LBX1-AS1,10:102979340-102988606,282,1,1,,0.0926167,SKAT-O,1.0333106972929185,Not_Significant,216.988,0.0,,,
SERP1,3:151742474-151746973,282,1,1,,0.142418,SKAT-O,0.8464351173940717,Not_Significant,276.109,0.0,,,
KLHL5,"4:38722845-38804248,4:38722845-38804248,4:38740246-38804248,4:38740246-38804248",282,1,1,,0.482254,SKAT-O,0.31672416146381205,Not_Significant,96.447,0.0,,,
SSU72,1:1466915-1500106,282,1,1,,0.593712,SKAT-O,0.22642417310339186,Not_Significant,21.5516,0.0,,,
TBC1D3G,"17:31820231-31831106,17:31605197-31616095,17_random:993947-1004822",282,1,1,,0.700458,SKAT-O,0.15461790022843108,Not_Significant,3.67999,0.0,,,
LSAMP,"3:117003910-117647024,3:117003910-117647024",282,3,3,,0.0367612,SKAT-O,1.4346103203307534,Suggestive,574.259,1.0,,,
ADAMTS3,4:73365549-73653802,282,2,2,,0.321503,SKAT-O,0.49281497024406096,Not_Significant,214.185,1.0,,,
LIMD1,3:45611246-45702836,282,1,1,,0.0452018,SKAT-O,1.3448442706199804,Suggestive,255.888,0.0,,,
LOC105375218,7:30253569-30292226,282,1,1,,0.377889,SKAT-O,0.42263574981050805,Not_Significant,64.4341,0.0,,,
MPL,1:43576075-43592723,282,1,1,,0.30148,SKAT-O,0.5207414934002478,Not_Significant,65.6246,0.0,,,
STX1A,"7:72751475-72771935,7:72751475-72771935",282,1,1,,0.442416,SKAT-O,0.3541691751345095,Not_Significant,67.152,0.0,,,
THSD7A,7:11376516-11838349,282,1,1,,0.472849,SKAT-O,0.3252775250900838,Not_Significant,40.4114,0.0,,,
MARK2,"11:63362975-63435068,11:63412584-63435068,11:63363157-63435068,11:63363157-63435068,11:63363157-63435068",282,1,1,,0.808187,SKAT-O,0.09248813963164366,Not_Significant,4.35143,0.0,,,
AAK1,"2:69538632-69724375,2:69538632-69724375,2:69538632-69724374",282,1,1,,0.247988,SKAT-O,0.6055693339313337,Not_Significant,119.546,0.0,,,
ANKRD18CP,9:98957995-99040845,282,1,1,,0.20038,SKAT-O,0.6981456277304133,Not_Significant,135.777,0.0,,,
SLC37A3,"7:139680020-139744819,7:139680020-139744799,7:139680020-139744819,7:139680020-139744799,7:139680020-139744799,7:139680020-139744799,7:139680020-139744799,7:139680020-139744799,7:139680020-139744799,7:139680020-139744799,7:139680020-139744799,7:139680020-139744799,7:139680020-139744799",282,1,1,,0.775962,SKAT-O,0.11015954626036628,Not_Significant,9.93492,0.0,,,
ARHGAP22,"10:49324084-49371699,10:49324084-49483124,10:49324084-49530553,10:49324084-49483124,10:49324084-49483124,10:49324084-49483124,10:49324084-49483124,10:49324084-49483124,10:49324084-49483124,10:49324084-49534316,10:49452323-49483182,10:49452323-49534316,10:49324084-49483124,10:49324084-49534316",282,1,1,,0.2728,SKAT-O,0.5641556340155587,Not_Significant,199.946,0.0,,,
TMEM165,"4:55956880-55987099,4:55956880-55987099",282,1,1,,0.101198,SKAT-O,0.9948280704759314,Not_Significant,110.933,0.0,,,
STAMBPL1,10:90629981-90673224,282,1,1,,0.52558,SKAT-O,0.27936116942791583,Not_Significant,64.2164,0.0,,,
SIPA1L2,"1:230600334-230832502,1:230600334-230832865",282,3,3,,,SKAT-O,,,,,,,
NUTM2B,10:81132988-81142519,282,1,1,,0.87059,SKAT-O,0.06018632565755627,Not_Significant,1.43973,0.0,,,
LAPTM5,1:30977902-31003208,282,1,1,,0.636002,SKAT-O,0.19654151864781555,Not_Significant,13.7607,0.0,,,
STK10,5:171401687-171547833,282,1,1,,0.82713,SKAT-O,0.08242622703071623,Not_Significant,2.24447,0.0,,,
CASP4,"11:104318802-104344511,11:104318802-104344511",282,1,1,,0.404758,SKAT-O,0.3928045587042493,Not_Significant,33.0046,0.0,,,
ACAP1,17:7180571-7195520,282,1,1,,0.400103,SKAT-O,0.3978281922386956,Not_Significant,99.0196,0.0,,,
LINC00670,"17:12394009-12481229,17:12394009-12481229",282,1,1,,0.92288,SKAT-O,0.03485476563270258,Not_Significant,1.40425,0.0,,,
LINC01813,2:56155292-56171021,282,1,1,,0.99596,SKAT-O,0.0017581034720004632,Not_Significant,0.00271514,0.0,,,
RNF150,4:142000410-142274073,282,1,1,,0.160247,SKAT-O,0.7952100922031626,Not_Significant,160.868,0.0,,,
CRACD,4:56731117-56891647,282,1,1,,0.253079,SKAT-O,0.5967438902526387,Not_Significant,53.1159,0.0,,,
PPFIA4,"1:201262241-201314487,1:201262241-201314487",282,1,1,,0.139836,SKAT-O,0.854381007498383,Not_Significant,237.753,0.0,,,
TNFRSF14-AS1,1:2485967-2498671,282,1,1,,0.939373,SKAT-O,0.02716192671560446,Not_Significant,0.466027,0.0,,,
LOC202181,5:176978106-177031884,282,1,1,,0.942932,SKAT-O,0.025519625491305768,Not_Significant,0.107356,0.0,,,
TMEM135,"11:86426623-86717514,11:86426623-86717514,11:86426623-86717514",282,1,1,,0.726167,SKAT-O,0.13896349109311248,Not_Significant,13.2661,0.0,,,
LINC00535,8:94427870-94781837,282,1,1,,0.515897,SKAT-O,0.2874369975913823,Not_Significant,69.8544,0.0,,,
KCNT2,"1:194461532-194844193,1:194461532-194844193,1:194461532-194844193,1:194461532-194844193,1:194461532-194844193",282,1,1,,0.434777,SKAT-O,0.3617334384525452,Not_Significant,85.0299,0.0,,,
SEMA3G,3:52442090-52454159,282,1,1,,0.21763,SKAT-O,0.6622812379425513,Not_Significant,90.9596,0.0,,,
ZMYM4,"1:35506896-35660246,1:35506896-35660246,1:35506896-35660246,1:35506896-35660246,1:35506896-35660132",282,1,1,,0.805505,SKAT-O,0.0939317594462901,Not_Significant,2.74864,0.0,,,
KCNJ6,21:37901544-38210630,282,1,1,,0.0303568,SKAT-O,1.5177440106285975,Suggestive,171.438,0.0,,,
MORC1,3:110159784-110319671,282,2,2,,1.0,SKAT-O,-0.0,Not_Significant,0.495213,1.0,,,
CAMKMT,2:44442589-44853235,282,1,1,,0.813158,SKAT-O,0.08982506097262873,Not_Significant,1.33855,0.0,,,
RIMKLA,1:42619049-42662490,282,1,1,,0.520005,SKAT-O,0.2839924804767973,Not_Significant,27.0209,0.0,,,
ADGRF5,"6:46928219-47030635,6:46928219-46997634",282,1,1,,0.799889,SKAT-O,0.09697027554823093,Not_Significant,3.57601,0.0,,,
ACTN2,"1:234916421-234994550,1:234916376-234994550,1:234916421-234994550",282,1,1,,0.0684713,SKAT-O,1.1644914265146464,Not_Significant,229.337,0.0,,,
STOX2,"4:185063453-185181673,4:184956168-185181677",282,4,4,,0.109086,SKAT-O,0.9622309828020222,Not_Significant,577.243,0.0,,,
MIR3134,9:113798652-114152366,282,2,2,,0.697393,SKAT-O,0.15652241611781453,Not_Significant,68.3325,1.0,,,
C5orf17,5:23987213-24214131,282,1,1,,0.779664,SKAT-O,0.1080925183152964,Not_Significant,5.93863,0.0,,,
ABHD17C,15:78774705-78835017,282,1,1,,0.225314,SKAT-O,0.647211822329223,Not_Significant,180.544,0.0,,,
GRXCR1,4:42589486-42727432,282,1,1,,0.878347,SKAT-O,0.05633387770042141,Not_Significant,0.715732,0.0,,,
PLEKHM3,2:208394256-208598496,282,1,1,,0.525393,SKAT-O,0.27951571777306455,Not_Significant,26.7293,0.0,,,
CFAP299,"4:81475907-82103926,4:81475897-82103934",282,3,3,,0.157929,SKAT-O,0.8015381145543609,Not_Significant,477.044,0.0,,,
HTR7,"10:92490559-92607776,10:92490559-92607776,10:92490559-92607776",282,1,1,,0.8741,SKAT-O,0.05843887976392922,Not_Significant,3.89149,0.0,,,
SPRED1,15:36332328-36436742,282,1,1,,0.082049,SKAT-O,1.0859267076898453,Not_Significant,235.101,0.0,,,
CCDC3,"10:12978630-13181995,10:12978630-13083719",282,3,3,,0.868889,SKAT-O,0.06103570084310165,Not_Significant,115.219,0.0,,,
PITPNC1,"17:62803858-63123834,17:62803858-63123834",282,2,2,,0.230098,SKAT-O,0.638087156180286,Not_Significant,219.226,1.0,,,
MAT1A,10:82021555-82039394,282,2,2,,0.478146,SKAT-O,0.3204394730263031,Not_Significant,90.6117,0.0,,,
NPTXR,22:37544402-37569979,282,1,1,,0.138887,SKAT-O,0.8573384028763862,Not_Significant,68.0298,0.0,,,
CBX6,"22:37587372-37598167,22:37587372-37598167",282,1,1,,0.378726,SKAT-O,0.4216748790119235,Not_Significant,67.5042,0.0,,,
SELP,1:167824711-167865986,282,2,2,,0.303615,SKAT-O,0.5176767760693617,Not_Significant,275.635,0.0,,,
LINC01318,2:34145796-34148121,282,1,1,,0.565913,SKAT-O,0.24725032945499353,Not_Significant,18.7704,0.0,,,
NXPH3,17:45008231-45016188,282,1,1,,0.48341,SKAT-O,0.3156843698574151,Not_Significant,41.6462,0.0,,,
LINC01599,14:49543780-49641511,282,1,1,,0.271862,SKAT-O,0.5656514924626659,Not_Significant,206.36,0.0,,,
ABCA10,"17:64655742-64752584,17:64655742-64736560",282,1,1,,0.0470262,SKAT-O,1.327660113444167,Suggestive,699.421,0.0,,,
BFSP2,3:134601589-134676742,282,1,1,,0.271981,SKAT-O,0.5654614337723038,Not_Significant,83.9712,0.0,,,
STAM2,2:152681560-152740523,282,1,1,,0.116592,SKAT-O,0.9333312478192822,Not_Significant,208.841,0.0,,,
LINC01798,2:66654665-66776224,282,1,1,,0.962693,SKAT-O,0.016512186045460737,Not_Significant,0.195832,0.0,,,
AOX3P-AOX2P,"2:201268690-201367883,2:201268690-201367883",282,1,1,,0.31055,SKAT-O,0.5078684664184304,Not_Significant,60.8109,0.0,,,
LOC101929710,5:95323460-95992545,282,2,2,,0.425673,SKAT-O,0.37092389580098434,Not_Significant,134.34,0.8,,,
LINC01461,1:84836234-84859302,282,1,1,,0.374029,SKAT-O,0.42709472386446784,Not_Significant,80.4459,0.0,,,
XLOC_008559,10:92697036-92741869,282,2,2,,0.366949,SKAT-O,0.43539429149091924,Not_Significant,271.634,1.0,,,
RTN4R,22:18608937-18635841,282,1,1,,0.0115291,SKAT-O,1.938204593857897,Suggestive,822.867,0.0,,,
MAGOH,1:53465159-53476778,282,1,1,,0.668158,SKAT-O,0.1751208273233246,Not_Significant,2.40241,0.0,,,
XYLT1,16:17103126-17472318,282,1,1,,0.190575,SKAT-O,0.7199340715579307,Not_Significant,137.043,0.0,,,
HNRNPUL2-BSCL2,11:62214309-62251432,282,1,1,,0.728536,SKAT-O,0.1375489830634396,Not_Significant,16.5592,0.0,,,
SCTR,2:119913888-119998529,282,1,1,,0.576974,SKAT-O,0.23884375688056297,Not_Significant,9.78924,0.0,,,
NOMO3,16:16233885-16296169,282,1,1,,0.945023,SKAT-O,0.024557621489118824,Not_Significant,0.340697,0.0,,,
PIWIL1,"12:129388384-129421880,12:129388384-129423097",282,1,1,,0.948457,SKAT-O,0.02298235384863452,Not_Significant,0.4307,0.0,,,
PCDHA8,"5:140201090-140203535,5:140200955-140372115",282,1,1,,0.146115,SKAT-O,0.8353051975986548,Not_Significant,223.849,0.0,,,
REC114,"15:71522557-71639406,15:71522557-71639406",282,2,2,,0.741577,SKAT-O,0.1298437482917996,Not_Significant,48.5988,1.0,,,
ATP6V1E2,"2:46592489-46623220,2:46592489-46623220,2:46592489-46623220,2:46592489-46623220",282,2,2,,0.364173,SKAT-O,0.4386922561953686,Not_Significant,265.053,0.0,,,
TEX29,"13:110766532-110794595,13:110770989-110794596",282,1,1,,0.391622,SKAT-O,0.407132918987828,Not_Significant,51.9865,0.0,,,
WDR11-AS1,10:122511313-122600681,282,1,1,,0.671345,SKAT-O,0.17305424124546445,Not_Significant,10.7003,0.0,,,
LOC283038,10:127361801-127388236,282,1,1,,0.0709096,SKAT-O,1.1492949644672725,Not_Significant,359.534,0.0,,,
DTX4,"11:58695478-58732636,11:58696180-58732637",282,2,2,,0.130811,SKAT-O,0.8833557343111827,Not_Significant,588.08,0.0,,,
PCDHGA4,"5:140714771-140872724,5:140714771-140717484",282,1,1,,0.531643,SKAT-O,0.27437989998760964,Not_Significant,22.3402,0.0,,,
MTREX,5:54639573-54757164,282,1,1,,0.108239,SKAT-O,0.9656162287578843,Not_Significant,175.376,0.0,,,
WIF1,12:63730672-63801352,282,1,1,,0.858178,SKAT-O,0.0664226231068528,Not_Significant,4.12541,0.0,,,
CCDC15,11:124329307-124416595,282,1,1,,0.503685,SKAT-O,0.29784098246416474,Not_Significant,20.3418,0.0,,,
ARAP2,"4:35683420-35921956,4:35744020-35922531,4:35744020-35922531",282,1,1,,0.396703,SKAT-O,0.40153451523414474,Not_Significant,20.6652,0.0,,,
LINC02275,4:171075486-171133628,282,1,1,,0.533963,SKAT-O,0.2724888355792153,Not_Significant,29.6319,0.0,,,
DNAAF4-CCPG1,15:53434712-53578074,282,1,1,,0.972379,SKAT-O,0.012164428975762103,Not_Significant,0.0869026,0.0,,,
LRRC77P,"3:169096429-169124491,3:169096429-169124491",282,1,1,,0.130086,SKAT-O,0.8857694401786881,Not_Significant,141.317,0.0,,,
GSTM2,"1:110012201-110019431,1:110012166-110028142",282,1,1,,0.680878,SKAT-O,0.16693069818023923,Not_Significant,11.3595,0.0,,,
MGMT,10:131155494-131459237,282,2,2,,0.450108,SKAT-O,0.34668326805467975,Not_Significant,122.435,0.0,,,
PLPPR1,"9:102987137-103127238,9:102830829-103127238",282,1,1,,0.349071,SKAT-O,0.4570862298541773,Not_Significant,146.346,0.0,,,
LOC105377448,4:139960560-140153250,282,1,1,,0.196783,SKAT-O,0.7060124228004626,Not_Significant,308.714,0.0,,,
LINC02494,4:59085436-59097250,282,1,1,,0.114656,SKAT-O,0.9406032135139835,Not_Significant,79.1715,0.0,,,
PDE4B-AS1,1:66280770-66288989,282,1,1,,0.276285,SKAT-O,0.5586426930569413,Not_Significant,143.97,0.0,,,
LINC00434,13:59686481-59740239,282,2,2,,1.0,SKAT-O,-0.0,Not_Significant,47.8178,0.0,,,
LINC02732,11:109731048-109782842,282,2,2,,0.166222,SKAT-O,0.7793114965188666,Not_Significant,132.535,0.9,,,
ADGRB3,6:69401894-70156119,282,2,2,,0.43664,SKAT-O,0.35987648167417874,Not_Significant,189.584,1.0,,,
STRN,2:36918344-37047183,282,5,5,,0.0201052,SKAT-O,1.6966916023191225,Suggestive,1550.25,0.0,,,
SELL,"1:167926431-167944622,1:167926431-167947385",282,1,1,,0.403478,SKAT-O,0.39418014059266765,Not_Significant,27.7466,0.0,,,
LEMD1-DT,1:203691808-203704775,282,1,1,,0.483313,SKAT-O,0.3157715231885886,Not_Significant,8.85978,0.0,,,
LINC01807,2:229056222-229184355,282,1,1,,0.418387,SKAT-O,0.37842181820382376,Not_Significant,60.0503,0.0,,,
AGBL2,11:47637718-47693497,282,1,1,,0.114945,SKAT-O,0.9395099153876325,Not_Significant,179.626,0.0,,,
BDNF-AS,"11:27484974-27676294,11:27484974-27676294,11:27484974-27655926,11:27484974-27676294,11:27484974-27655926",282,1,1,,0.51704,SKAT-O,0.2864758570853836,Not_Significant,103.201,0.0,,,
ABCC1,16:15950973-16144411,282,2,2,,0.808216,SKAT-O,0.0924725562159032,Not_Significant,27.368,0.0,,,
RTTN,"18:65821268-66023903,18:65821268-66023903",282,4,4,,1.0,SKAT-O,-0.0,Not_Significant,22.2209,1.0,,,
GRM1,"6:146392026-146800427,6:146392026-146800427,6:146390535-146800429,6:146391890-146800429",282,4,4,,0.0346913,SKAT-O,1.4597794253742005,Suggestive,3563.65,0.8,,,
DCDC1,"11:31240748-31347862,11:30841725-30970809,11:30841725-31347862",282,1,1,,0.156485,SKAT-O,0.8055272857816925,Not_Significant,209.147,0.0,,,
GTF2IP7,7:75559316-75576016,282,1,1,,0.12384,SKAT-O,0.9071390566611826,Not_Significant,264.956,0.0,,,
FCHSD2,11:72225437-72531011,282,2,2,,0.0934267,SKAT-O,1.0295289909479304,Not_Significant,337.139,0.0,,,
LOC100996583,1:2409180-2505833,282,1,1,,0.939373,SKAT-O,0.02716192671560446,Not_Significant,0.466027,0.0,,,
NWD2,4:36922759-37127480,282,2,2,,0.794375,SKAT-O,0.09997443210191657,Not_Significant,27.6324,1.0,,,
ADGRG7,"3:101811134-101897013,3:101837071-101897015",282,1,1,,0.365708,SKAT-O,0.4368655392029632,Not_Significant,109.81,0.0,,,
ZBTB20-AS5,3:115655129-115721669,282,2,2,,0.0125995,SKAT-O,1.8996466891324009,Suggestive,423.259,0.1,,,
COL4A2,13:109757631-109963557,282,1,1,,0.634435,SKAT-O,0.19761286622074936,Not_Significant,21.9323,0.0,,,
SLC7A14-AS1,"3:171667766-171955688,3:171667766-171862606,3:171667766-171705860",282,1,1,,0.904876,SKAT-O,0.04341093041406371,Not_Significant,1.8811,0.0,,,
LINC01898,18:71537025-71553346,282,1,1,,0.462344,SKAT-O,0.33503477399020815,Not_Significant,38.2141,0.0,,,
KLF3,4:38342214-38379533,282,1,1,,0.963199,SKAT-O,0.016283976973612932,Not_Significant,0.264476,0.0,,,
ELL,19:18414472-18493880,282,1,1,,0.231681,SKAT-O,0.6351095809424403,Not_Significant,64.7845,0.0,,,
PTGFRN,1:117254060-117334497,282,1,1,,0.503593,SKAT-O,0.29792031526493323,Not_Significant,65.5048,0.0,,,
LINC01640,22:31834514-31842280,282,1,1,,0.246058,SKAT-O,0.6089625103316914,Not_Significant,132.186,0.0,,,
LIN28B,6:105511674-105637900,282,1,1,,0.0860515,SKAT-O,1.0652415549001044,Not_Significant,581.473,0.0,,,
AVEN,15:31945719-32118697,282,2,2,,0.20412,SKAT-O,0.6901144403398062,Not_Significant,176.262,0.1,,,
GNA14,9:79227814-79453058,282,1,1,,0.732385,SKAT-O,0.13526055907806794,Not_Significant,9.98858,0.0,,,
DLG5,10:79220554-79356519,282,1,1,,0.92163,SKAT-O,0.03544339696078958,Not_Significant,0.880388,0.0,,,
COX10,17:13913545-14052719,282,1,1,,0.324965,SKAT-O,0.48816341171467464,Not_Significant,25.8101,0.0,,,
ARFGEF1,8:68272448-68418570,282,3,3,,0.712473,SKAT-O,0.1472315891063896,Not_Significant,72.0633,0.0,,,
FBN1,15:46487801-46725198,282,1,1,,0.498683,SKAT-O,0.3021754365380707,Not_Significant,9.94192,0.0,,,
PVALB,"22:35526692-35545489,22:35526692-35543025",282,1,1,,0.871597,SKAT-O,0.0596842732464428,Not_Significant,1.41122,0.0,,,
